filename,path,split,class,label,width,height,aspect_ratio,file_size_kb,mode,format,has_alpha,has_exif,exif_tag_count,camera,r_mean,g_mean,b_mean,r_std,g_std,b_std,brightness,contrast,saturation_mean,saturation_std,color_entropy,blur_score,colorfulness,high_freq_energy
sample_1051.jpg,newfinetune2\train\real\sample_1051.jpg,train,real,0,142,206,0.689,7.28,RGB,JPEG,False,False,,,213.71,210.47,209.74,61.34,65.78,67.73,211.31,64.72,0.0524,0.1149,5.2226,1831.69,14.86,9417.07
sample_1054.jpg,newfinetune2\train\real\sample_1054.jpg,train,real,0,800,1200,0.667,215.01,RGB,JPEG,False,False,,,179.47,174.87,184.76,85.69,88.3,83.06,179.7,84.23,0.1719,0.2306,5.6498,809.47,36.04,48822.73
sample_1055.jpg,newfinetune2\train\real\sample_1055.jpg,train,real,0,466,600,0.777,62.17,RGB,JPEG,False,False,,,197.6,175.02,168.56,66.65,86.59,91.44,180.39,81.19,0.2307,0.2562,5.6862,525.39,39.2,52158.72
sample_1058.jpg,newfinetune2\train\real\sample_1058.jpg,train,real,0,360,480,0.75,45.45,RGB,JPEG,False,False,,,173.94,171.54,172.48,81.56,82.77,81.16,172.65,81.67,0.0546,0.1014,6.0418,3185.51,12.55,91818.69
sample_1063.jpg,newfinetune2\train\real\sample_1063.jpg,train,real,0,800,533,1.501,178.19,RGB,JPEG,False,False,,,132.76,71.15,65.47,86.11,67.04,62.86,89.79,63.56,0.5277,0.3069,7.688,2591.02,100.63,92580.83
sample_1064.jpg,newfinetune2\train\real\sample_1064.jpg,train,real,0,980,638,1.536,107.7,RGB,JPEG,False,False,,,192.44,184.33,181.08,69.3,70.84,73.22,185.95,69.94,0.1158,0.1451,6.2676,234.44,30.78,54586.41
sample_1068.jpg,newfinetune2\train\real\sample_1068.jpg,train,real,0,246,350,0.703,21.97,RGB,JPEG,False,False,,,84.35,56.05,22.7,28.82,18.89,14.52,54.37,20.13,0.7485,0.0923,6.9143,180.53,34.45,18373.12
sample_1069.jpg,newfinetune2\train\real\sample_1069.jpg,train,real,0,1280,720,1.778,257.24,RGB,JPEG,False,False,,,128.26,114.28,105.88,75.4,71.72,66.03,116.14,70.11,0.2071,0.1666,7.6065,1251.2,32.26,61776.77
sample_107.jpg,newfinetune2\train\real\sample_107.jpg,train,real,0,1300,731,1.778,115.47,RGB,JPEG,False,False,,,152.78,163.35,179.0,95.22,88.37,83.31,165.05,85.65,0.2449,0.3157,5.8529,98.3,58.5,43018.54
sample_1077.jpg,newfinetune2\train\real\sample_1077.jpg,train,real,0,400,266,1.504,32.83,RGB,JPEG,False,False,,,197.41,183.94,175.51,79.31,86.36,91.64,185.62,84.81,0.1692,0.2299,5.5059,3230.3,37.01,88072.94
sample_1079.jpg,newfinetune2\train\real\sample_1079.jpg,train,real,0,800,1021,0.784,264.38,RGB,JPEG,False,False,,,84.92,66.0,38.21,69.4,58.02,47.41,63.04,55.14,0.5438,0.2623,7.1605,982.81,57.09,68219.46
sample_108.jpg,newfinetune2\train\real\sample_108.jpg,train,real,0,300,470,0.638,50.38,RGB,JPEG,False,False,,,166.9,168.67,116.0,102.61,84.44,62.97,150.52,69.98,0.5397,0.2753,7.5177,2585.02,101.12,86755.65
sample_1084.jpg,newfinetune2\train\real\sample_1084.jpg,train,real,0,450,600,0.75,115.98,RGB,JPEG,False,False,,,149.48,117.04,90.81,68.35,38.22,34.12,119.11,39.81,0.3043,0.2675,7.4949,1736.67,81.78,64187.22
sample_1087.jpg,newfinetune2\train\real\sample_1087.jpg,train,real,0,490,597,0.821,79.13,RGB,JPEG,False,False,,,64.7,86.57,112.56,59.87,59.19,55.19,87.95,52.91,0.4987,0.3192,7.6387,482.54,61.16,60839.64
sample_109.jpg,newfinetune2\train\real\sample_109.jpg,train,real,0,634,879,0.721,178.65,RGB,JPEG,False,False,,,124.22,120.85,117.11,66.04,60.44,60.18,120.73,56.53,0.3541,0.2805,7.9,532.91,52.99,55983.32
sample_1092.jpg,newfinetune2\train\real\sample_1092.jpg,train,real,0,640,960,0.667,134.88,RGB,JPEG,False,False,,,83.46,82.08,79.03,72.71,77.29,78.26,81.52,71.97,0.3216,0.2507,7.4016,1208.73,57.39,73856.97
sample_1101.jpg,newfinetune2\train\real\sample_1101.jpg,train,real,0,964,1222,0.789,307.97,RGB,JPEG,False,False,,,41.88,39.63,39.01,53.83,47.99,41.67,40.17,46.6,0.2289,0.1918,6.5616,533.19,27.31,59605.47
sample_1105.jpg,newfinetune2\train\real\sample_1105.jpg,train,real,0,640,442,1.448,150.56,RGB,JPEG,False,False,,,118.55,125.51,106.9,73.47,71.08,72.58,116.99,69.07,0.3599,0.233,7.585,2079.34,46.45,88188.62
sample_1107.jpg,newfinetune2\train\real\sample_1107.jpg,train,real,0,630,420,1.5,70.63,RGB,JPEG,False,False,,,123.47,112.41,106.11,61.16,62.86,54.94,114.0,54.94,0.3263,0.1684,7.8336,601.96,50.53,46458.28
sample_1109.jpg,newfinetune2\train\real\sample_1109.jpg,train,real,0,736,1376,0.535,435.83,RGB,JPEG,False,False,,,164.81,149.76,112.51,73.75,76.09,68.44,142.36,71.61,0.3575,0.1885,6.9797,4270.65,42.56,81727.98
sample_1112.jpg,newfinetune2\train\real\sample_1112.jpg,train,real,0,683,1024,0.667,148.68,RGB,JPEG,False,False,,,102.01,122.93,139.72,42.66,48.38,57.44,121.55,45.46,0.3521,0.2077,7.6335,232.44,46.23,41729.33
sample_1115.jpg,newfinetune2\train\real\sample_1115.jpg,train,real,0,146,215,0.679,10.85,RGB,JPEG,False,False,,,111.17,79.05,78.33,82.58,78.97,77.32,89.52,76.01,0.4754,0.3108,7.5928,1203.47,60.07,9638.09
sample_1116.jpg,newfinetune2\train\real\sample_1116.jpg,train,real,0,600,800,0.75,188.19,RGB,JPEG,False,False,,,143.16,63.11,63.67,101.72,82.73,79.2,89.98,77.35,0.6999,0.346,6.7895,1229.5,122.38,65556.39
sample_1118.jpg,newfinetune2\train\real\sample_1118.jpg,train,real,0,870,906,0.96,121.43,RGB,JPEG,False,False,,,219.22,213.69,211.65,67.62,74.66,76.23,214.86,72.29,0.084,0.1984,3.7624,564.03,24.26,116925.22
sample_1122.jpg,newfinetune2\train\real\sample_1122.jpg,train,real,0,1024,533,1.921,131.1,RGB,JPEG,False,False,,,173.8,132.18,80.0,66.03,57.74,52.54,128.66,50.03,0.5196,0.2362,7.9135,258.96,92.8,27955.29
sample_1124.jpg,newfinetune2\train\real\sample_1124.jpg,train,real,0,960,960,1.0,127.82,RGB,JPEG,False,False,,,184.91,186.22,186.47,90.07,81.2,80.05,185.87,81.86,0.1935,0.2542,4.4221,247.09,41.1,29140.85
sample_1125.jpg,newfinetune2\train\real\sample_1125.jpg,train,real,0,600,553,1.085,86.18,RGB,JPEG,False,False,,,137.22,131.85,121.16,80.0,84.16,79.67,130.07,80.02,0.2525,0.1773,7.8167,330.63,30.71,52305.32
sample_1130.jpg,newfinetune2\train\real\sample_1130.jpg,train,real,0,503,669,0.752,54.8,RGB,JPEG,False,False,,,213.28,179.5,182.45,57.86,94.59,84.47,191.74,74.15,0.2587,0.3649,5.1687,532.83,83.8,36305.12
sample_1133.jpg,newfinetune2\train\real\sample_1133.jpg,train,real,0,480,315,1.524,50.92,RGB,JPEG,False,False,,,168.05,167.5,178.46,74.17,70.32,68.73,171.34,67.73,0.1898,0.2163,7.6084,1336.67,47.76,49166.87
sample_1137.jpg,newfinetune2\train\real\sample_1137.jpg,train,real,0,250,183,1.366,14.52,RGB,JPEG,False,False,,,157.61,126.54,104.38,62.57,49.88,43.48,129.51,51.44,0.3362,0.0938,7.8117,449.21,39.47,8293.26
sample_1139.jpg,newfinetune2\train\real\sample_1139.jpg,train,real,0,962,806,1.194,144.37,RGB,JPEG,False,False,,,170.35,168.62,176.13,91.09,93.76,92.9,171.7,90.58,0.2515,0.2816,6.4672,222.39,44.12,57269.6
sample_1145.jpg,newfinetune2\train\real\sample_1145.jpg,train,real,0,600,922,0.651,175.73,RGB,JPEG,False,False,,,66.6,57.21,50.22,79.21,71.48,63.49,58.01,70.46,0.31,0.3404,5.822,4423.82,32.74,92687.4
sample_1147.jpg,newfinetune2\train\real\sample_1147.jpg,train,real,0,560,840,0.667,157.61,RGB,JPEG,False,False,,,107.03,107.03,107.03,75.66,75.66,75.66,107.03,75.66,0.0,0.0,7.8845,785.64,0.0,67327.06
sample_1160.jpg,newfinetune2\train\real\sample_1160.jpg,train,real,0,801,801,1.0,113.44,RGB,JPEG,False,False,,,227.52,192.69,193.21,48.89,75.82,71.58,204.48,60.36,0.2091,0.2696,5.8906,426.69,76.73,51243.32
sample_1162.jpg,newfinetune2\train\real\sample_1162.jpg,train,real,0,400,548,0.73,29.86,RGB,JPEG,False,False,,,215.55,184.14,161.07,20.87,28.24,26.82,186.92,22.56,0.2538,0.1101,6.8598,505.37,43.35,34889.22
sample_1166.jpg,newfinetune2\train\real\sample_1166.jpg,train,real,0,550,725,0.759,160.12,RGB,JPEG,False,False,,,168.46,173.82,170.1,88.5,76.02,76.19,170.79,78.29,0.2458,0.2663,7.4795,2830.48,40.72,101531.09
sample_1169.jpg,newfinetune2\train\real\sample_1169.jpg,train,real,0,600,600,1.0,39.32,RGB,JPEG,False,False,,,124.22,114.7,110.63,106.37,102.02,101.21,116.52,102.55,0.0796,0.1606,5.2114,318.93,30.71,34133.26
sample_1171.jpg,newfinetune2\train\real\sample_1171.jpg,train,real,0,600,540,1.111,124.81,RGB,JPEG,False,False,,,120.69,120.69,120.69,70.84,70.84,70.84,120.69,70.84,0.0,0.0,7.7122,1932.01,0.0,78848.27
sample_1174.jpg,newfinetune2\train\real\sample_1174.jpg,train,real,0,1024,576,1.778,55.88,RGB,JPEG,False,False,,,20.42,13.31,7.93,40.25,27.12,17.44,13.89,27.74,0.2472,0.3426,3.5977,161.61,27.47,27810.58
sample_1190.jpg,newfinetune2\train\real\sample_1190.jpg,train,real,0,150,150,1.0,7.71,RGB,JPEG,False,False,,,186.03,166.65,160.7,75.76,86.63,90.15,171.13,82.77,0.2022,0.2269,5.9128,720.5,46.61,5094.6
sample_1193.jpg,newfinetune2\train\real\sample_1193.jpg,train,real,0,528,720,0.733,106.42,RGB,JPEG,False,False,,,127.73,82.24,73.93,58.89,65.69,66.32,94.64,53.68,0.5241,0.3284,7.7877,1008.93,87.48,65021.73
sample_1197.jpg,newfinetune2\train\real\sample_1197.jpg,train,real,0,598,900,0.664,87.41,RGB,JPEG,False,False,,,188.01,180.92,180.45,82.71,82.99,81.78,183.12,81.94,0.0943,0.1176,6.4268,180.44,23.42,30811.76
sample_1200.jpg,newfinetune2\train\real\sample_1200.jpg,train,real,0,1037,778,1.333,234.06,RGB,JPEG,False,False,,,99.74,81.51,69.76,66.71,64.35,70.15,83.67,64.9,0.3984,0.3341,7.5598,980.98,43.13,46597.14
sample_1208.jpg,newfinetune2\train\real\sample_1208.jpg,train,real,0,413,512,0.807,49.17,RGB,JPEG,False,False,,,64.4,41.01,49.86,55.34,39.97,48.73,51.76,44.79,0.5025,0.3064,6.7532,742.7,44.23,44873.04
sample_1209.jpg,newfinetune2\train\real\sample_1209.jpg,train,real,0,600,800,0.75,107.65,RGB,JPEG,False,False,,,115.35,117.47,111.57,67.16,64.46,62.66,114.8,64.25,0.1273,0.118,7.357,221.53,19.21,29235.76
sample_121.jpg,newfinetune2\train\real\sample_121.jpg,train,real,0,550,550,1.0,114.31,RGB,JPEG,False,False,,,148.51,86.28,81.57,89.95,84.57,81.87,105.45,80.79,0.5686,0.3489,7.3978,1370.93,83.69,72822.79
sample_1214.jpg,newfinetune2\train\real\sample_1214.jpg,train,real,0,1000,700,1.429,126.33,RGB,JPEG,False,False,,,154.42,139.06,90.68,84.91,67.75,64.8,128.05,59.41,0.604,0.2883,7.8996,40.55,87.25,26347.19
sample_1216.jpg,newfinetune2\train\real\sample_1216.jpg,train,real,0,1845,1393,1.324,374.39,RGB,JPEG,False,False,,,127.37,129.04,124.76,79.99,83.95,94.4,127.06,85.32,0.2266,0.1987,7.2822,68.02,28.09,47592.19
sample_1219.jpg,newfinetune2\train\real\sample_1219.jpg,train,real,0,956,823,1.162,199.22,RGB,JPEG,False,False,,,119.98,113.6,115.79,76.86,80.59,79.07,116.45,74.14,0.299,0.2793,7.8334,171.85,63.96,57457.45
sample_1221.jpg,newfinetune2\train\real\sample_1221.jpg,train,real,0,451,698,0.646,61.45,RGB,JPEG,False,False,,,141.46,126.61,110.13,45.42,38.02,43.25,126.07,34.53,0.2211,0.2807,7.1548,1111.95,59.78,62176.77
sample_1230.jpg,newfinetune2\train\real\sample_1230.jpg,train,real,0,306,748,0.409,74.06,RGB,JPEG,False,False,,,113.9,109.16,112.58,66.0,62.74,63.91,111.88,62.84,0.1928,0.1732,7.7241,1090.82,30.06,51982.72
sample_1237.jpg,newfinetune2\train\real\sample_1237.jpg,train,real,0,194,299,0.649,21.3,RGB,JPEG,False,False,,,206.81,183.32,141.99,47.38,55.51,59.45,177.38,52.9,0.3426,0.1883,7.6112,1421.6,44.98,29405.82
sample_1238.jpg,newfinetune2\train\real\sample_1238.jpg,train,real,0,748,1047,0.714,292.6,RGB,JPEG,False,False,,,88.55,89.58,87.21,74.31,73.43,70.45,88.45,72.71,0.1202,0.165,7.6019,445.58,4.63,64690.48
sample_1242.jpg,newfinetune2\train\real\sample_1242.jpg,train,real,0,364,245,1.486,28.81,RGB,JPEG,False,False,,,100.62,94.91,87.29,77.48,72.61,66.8,94.27,71.15,0.1899,0.186,7.5573,384.65,32.51,17273.23
sample_1244.jpg,newfinetune2\train\real\sample_1244.jpg,train,real,0,736,1226,0.6,142.46,RGB,JPEG,False,False,,,171.04,142.45,134.99,64.13,45.87,40.95,149.49,48.82,0.1845,0.1737,7.1481,653.83,46.79,33770.05
sample_1250.jpg,newfinetune2\train\real\sample_1250.jpg,train,real,0,709,920,0.771,119.56,RGB,JPEG,False,False,,,165.76,77.04,119.53,51.44,33.92,43.95,120.78,40.62,0.5444,0.1426,7.6502,660.7,62.95,56441.48
sample_1251.jpg,newfinetune2\train\real\sample_1251.jpg,train,real,0,768,576,1.333,106.83,RGB,JPEG,False,False,,,173.37,159.72,157.88,60.07,61.45,62.72,163.65,58.39,0.2095,0.2239,7.4957,817.93,44.2,54694.06
sample_1253.jpg,newfinetune2\train\real\sample_1253.jpg,train,real,0,824,1098,0.75,208.72,RGB,JPEG,False,False,,,166.95,162.77,154.59,81.08,84.61,80.99,161.44,81.86,0.129,0.1287,7.1446,702.8,19.74,100917.9
sample_1255.jpg,newfinetune2\train\real\sample_1255.jpg,train,real,0,550,550,1.0,56.34,RGB,JPEG,False,False,,,139.07,130.61,129.25,91.91,90.06,90.04,132.98,89.76,0.1139,0.1616,7.2202,444.12,31.9,39428.12
sample_1259.jpg,newfinetune2\train\real\sample_1259.jpg,train,real,0,682,400,1.705,77.51,RGB,JPEG,False,False,,,190.07,187.69,190.48,54.34,56.21,57.02,189.42,54.55,0.1243,0.136,7.2237,552.89,25.98,47126.81
sample_1264.jpg,newfinetune2\train\real\sample_1264.jpg,train,real,0,722,406,1.778,173.43,RGB,JPEG,False,False,,,113.58,96.82,69.37,70.21,66.86,51.59,93.26,61.86,0.4511,0.2076,7.7642,4300.41,40.45,122328.72
sample_1266.jpg,newfinetune2\train\real\sample_1266.jpg,train,real,0,485,720,0.674,139.17,RGB,JPEG,False,False,,,103.01,97.69,87.24,71.64,67.96,65.43,95.98,65.31,0.2923,0.2266,7.6702,2220.36,44.38,78284.86
sample_1269.jpg,newfinetune2\train\real\sample_1269.jpg,train,real,0,634,768,0.826,167.92,RGB,JPEG,False,False,,,96.8,94.07,96.03,74.2,71.38,67.69,95.63,70.59,0.1587,0.1341,7.5811,1357.64,19.69,66339.13
sample_127.jpg,newfinetune2\train\real\sample_127.jpg,train,real,0,876,493,1.777,70.22,RGB,JPEG,False,False,,,142.84,130.6,124.74,57.43,55.06,62.32,132.73,54.32,0.2912,0.2449,7.1952,158.94,44.51,25099.54
sample_1275.jpg,newfinetune2\train\real\sample_1275.jpg,train,real,0,480,360,1.333,37.39,RGB,JPEG,False,False,,,112.13,104.0,98.7,94.32,85.87,81.25,104.94,86.31,0.1953,0.22,6.788,792.94,30.76,27817.07
sample_1276.jpg,newfinetune2\train\real\sample_1276.jpg,train,real,0,1170,600,1.95,128.87,RGB,JPEG,False,False,,,125.74,108.97,98.89,80.77,82.1,85.04,111.2,79.8,0.2782,0.3024,7.7691,151.95,56.46,30099.61
sample_1279.jpg,newfinetune2\train\real\sample_1279.jpg,train,real,0,500,706,0.708,87.26,RGB,JPEG,False,False,,,110.39,95.02,88.46,66.6,57.32,45.4,97.96,55.42,0.3049,0.1267,7.3221,726.64,30.33,71006.6
sample_128.jpg,newfinetune2\train\real\sample_128.jpg,train,real,0,290,290,1.0,31.43,RGB,JPEG,False,False,,,91.32,81.46,81.27,84.2,77.7,75.91,84.68,78.32,0.1961,0.2057,7.4506,6235.76,31.14,107827.76
sample_1282.jpg,newfinetune2\train\real\sample_1282.jpg,train,real,0,800,800,1.0,82.01,RGB,JPEG,False,False,,,217.0,205.7,210.85,62.88,74.37,67.75,211.18,67.94,0.1088,0.2017,5.1861,422.25,23.59,50238.9
sample_1283.jpg,newfinetune2\train\real\sample_1283.jpg,train,real,0,897,1373,0.653,209.77,RGB,JPEG,False,False,,,117.89,69.53,89.54,80.76,72.44,65.8,92.32,64.12,0.6385,0.2465,7.4962,237.03,81.27,44111.41
sample_1286.jpg,newfinetune2\train\real\sample_1286.jpg,train,real,0,300,300,1.0,28.59,RGB,JPEG,False,False,,,168.29,181.9,174.36,70.78,54.6,66.21,174.85,61.56,0.2098,0.2291,7.3455,1020.99,42.65,48970.13
sample_1290.jpg,newfinetune2\train\real\sample_1290.jpg,train,real,0,170,170,1.0,14.37,RGB,JPEG,False,False,,,148.46,146.26,134.0,73.75,73.14,70.63,142.9,71.76,0.1496,0.2027,7.5607,5438.84,26.32,22409.42
sample_1291.jpg,newfinetune2\train\real\sample_1291.jpg,train,real,0,1024,683,1.499,173.4,RGB,JPEG,False,False,,,146.9,129.47,122.72,81.34,71.82,64.16,133.03,69.6,0.3259,0.2733,7.9255,412.76,47.41,53673.48
sample_1294.jpg,newfinetune2\train\real\sample_1294.jpg,train,real,0,631,509,1.24,113.77,RGB,JPEG,False,False,,,129.37,140.22,175.9,77.13,67.99,54.18,148.5,60.42,0.3574,0.3014,7.8061,1129.75,70.77,58745.34
sample_1298.jpg,newfinetune2\train\real\sample_1298.jpg,train,real,0,850,1133,0.75,102.94,RGB,JPEG,False,False,,,245.8,241.02,238.42,28.8,38.15,43.32,241.75,36.34,0.0418,0.1162,2.2062,1416.94,20.57,50161.77
sample_13.jpg,newfinetune2\train\real\sample_13.jpg,train,real,0,2500,1668,1.499,1254.19,RGB,JPEG,False,False,,,107.07,90.22,76.97,65.7,60.59,59.28,91.42,59.59,0.3913,0.3097,7.5762,325.66,42.92,47071.7
sample_1305.jpg,newfinetune2\train\real\sample_1305.jpg,train,real,0,580,474,1.224,65.06,RGB,JPEG,False,False,,,63.74,52.45,56.13,74.4,63.77,63.27,57.44,65.58,0.2839,0.177,6.8314,618.36,38.08,38117.3
sample_1307.jpg,newfinetune2\train\real\sample_1307.jpg,train,real,0,744,737,1.009,73.75,RGB,JPEG,False,False,,,169.76,167.6,165.82,58.54,60.34,61.9,167.73,59.95,0.0525,0.1377,7.2719,340.52,14.9,32545.94
sample_1308.jpg,newfinetune2\train\real\sample_1308.jpg,train,real,0,740,416,1.779,143.96,RGB,JPEG,False,False,,,62.49,83.88,71.08,70.65,61.24,61.76,72.48,62.56,0.4687,0.2552,7.4373,1673.5,39.05,69776.78
sample_1309.jpg,newfinetune2\train\real\sample_1309.jpg,train,real,0,666,1000,0.666,142.51,RGB,JPEG,False,False,,,104.81,84.26,75.08,92.24,78.08,74.04,88.05,80.17,0.2518,0.2396,7.3542,233.42,45.36,44057.75
sample_131.jpg,newfinetune2\train\real\sample_131.jpg,train,real,0,1691,1472,1.149,496.16,RGB,JPEG,False,False,,,195.13,187.16,188.74,74.05,78.31,76.42,190.34,75.34,0.1075,0.1691,6.8854,704.28,29.6,74014.16
sample_1311.jpg,newfinetune2\train\real\sample_1311.jpg,train,real,0,2500,1667,1.5,1554.1,RGB,JPEG,False,False,,,76.64,76.05,66.43,59.5,60.89,63.24,73.04,60.83,0.3104,0.2179,7.4265,930.66,15.4,99751.96
sample_1314.jpg,newfinetune2\train\real\sample_1314.jpg,train,real,0,354,354,1.0,35.89,RGB,JPEG,False,False,,,106.2,95.25,90.28,70.61,63.75,66.05,97.24,64.88,0.3531,0.2073,7.7291,621.05,33.66,45110.78
sample_1317.jpg,newfinetune2\train\real\sample_1317.jpg,train,real,0,646,1004,0.643,159.86,RGB,JPEG,False,False,,,172.38,103.36,107.86,88.67,58.23,58.76,127.87,61.58,0.3557,0.2354,7.5679,390.91,99.1,45848.33
sample_1318.jpg,newfinetune2\train\real\sample_1318.jpg,train,real,0,470,643,0.731,129.52,RGB,JPEG,False,False,,,115.22,115.22,115.22,67.45,67.45,67.45,115.22,67.45,0.0,0.0,7.8322,1752.69,0.0,66554.67
sample_1319.jpg,newfinetune2\train\real\sample_1319.jpg,train,real,0,728,515,1.414,99.74,RGB,JPEG,False,False,,,174.94,138.18,121.96,71.48,69.82,64.5,145.03,66.65,0.3453,0.199,7.8473,586.04,54.33,51280.88
sample_1321.jpg,newfinetune2\train\real\sample_1321.jpg,train,real,0,1000,678,1.475,213.71,RGB,JPEG,False,False,,,106.96,81.11,59.55,76.54,67.6,67.21,82.54,67.63,0.5331,0.3041,7.6246,770.78,55.99,75242.61
sample_1325.jpg,newfinetune2\train\real\sample_1325.jpg,train,real,0,320,266,1.203,50.41,RGB,JPEG,False,False,,,139.35,134.41,127.9,46.03,48.72,54.25,133.89,47.85,0.2245,0.1609,7.4811,10405.15,27.02,177895.15
sample_1326.jpg,newfinetune2\train\real\sample_1326.jpg,train,real,0,1222,813,1.503,256.12,RGB,JPEG,False,False,,,87.5,71.39,66.35,94.75,84.23,77.78,75.08,82.61,0.3478,0.3049,6.984,615.24,58.83,58945.13
sample_1329.jpg,newfinetune2\train\real\sample_1329.jpg,train,real,0,300,450,0.667,55.64,RGB,JPEG,False,False,,,128.17,95.47,99.22,73.91,59.07,59.8,107.62,52.31,0.4546,0.3328,7.7219,1020.06,96.33,47896.69
sample_1346.jpg,newfinetune2\train\real\sample_1346.jpg,train,real,0,500,750,0.667,47.23,RGB,JPEG,False,False,,,186.0,183.62,175.17,95.92,88.85,96.41,181.6,92.73,0.1905,0.2325,4.4247,526.24,34.07,29802.91
